Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
.	tK(CUU)F	chrVI	-	226609	226688	3.750000	3.799904	11.042469
.	YFR037C	chrVI	-	227489	227513	5.640000	5.715055	16.607874
.	YFR039C	chrVI	-	231974	232012	3.307692	3.351710	9.740023
.	YFR041C	chrVI	-	237220	237368	4.959732	5.025734	14.604716
.	YFR043C	chrVI	-	239039	239114	21.763159	22.052771	64.085060
.	YFR042W	chrVI	+	239060	239104	0.000000	0.000000	0.000000
.	YFR044C	chrVI	-	239917	239992	17.381578	17.612888	51.182816
.	YFR046C	chrVI	-	243041	243074	25.764706	26.107571	75.868256
.	YFR048W	chrVI	+	248134	248175	7.976191	8.082334	23.487154
.	YFR050C	chrVI	-	248867	249066	69.070000	69.989151	203.387558
.	YFR049W	chrVI	+	248894	249054	0.000000	0.000000	0.000000
.	YFR051C	chrVI	-	250022	250163	21.260563	21.543489	62.605091
.	YFR053C	chrVI	-	253580	253592	818.923096	829.821045	2411.448730
.	YGL261C	chrVII	-	6277	6290	1.207142	1.223206	3.554621
.	YGL258W-A	chrVII	+	9395	9484	2.155555	2.184240	6.347373
.	YGL258W	chrVII	+	11730	11755	3.423077	3.468630	10.079792
.	YGL257C	chrVII	-	12003	12481	3.507307	3.553981	10.327821
.	YGL256W	chrVII	+	16307	16478	11.412790	11.564669	33.606770
.	YGL254W	chrVII	+	23203	23898	24.880747	25.211849	73.265297
.	YGL252C	chrVII	-	25691	25718	12.178572	12.340639	35.861736
.	YGL251C	chrVII	-	27666	27921	10.480469	10.619939	30.861401
.	YGL250W	chrVII	+	32635	32709	22.719999	23.022348	66.902641
.	YGL249W	chrVII	+	35212	35335	5.185484	5.426099	15.768171
.	YGL248W	chrVII	+	36762	36791	58.733334	59.514935	172.949600
.	YGL247W	chrVII	+	37526	37647	60.024590	60.823380	176.751923
.	YGL245W	chrVII	+	41149	41220	10.208333	10.344181	30.060053
.	YGL244W	chrVII	+	43174	43186	127.307693	129.001862	374.877686
.	YGL242C	chrVII	-	43338	44652	38.938404	39.456581	114.660301
.	YGL243W	chrVII	+	44509	44525	0.000000	0.000000	0.000000
.	YGL241W	chrVII	+	48459	49128	14.438806	14.630952	42.517353
.	YGL240W	chrVII	+	49365	49410	7.347826	7.445608	21.636837
.	YGL238W	chrVII	+	52434	52842	15.701712	15.910664	46.236179
.	YGL236C	chrVII	-	53773	53787	4.066667	4.120785	11.974945
.	YGL234W	chrVII	+	58890	58919	43.599998	44.180210	128.387100
.	YGL233W	chrVII	+	61854	61865	6.083333	6.164288	17.913338
.	YGL231C	chrVII	-	62882	63048	37.988026	38.493549	111.861740
.	YGL232W	chrVII	+	63002	63042	0.000000	0.000000	0.000000
.	YGL230C	chrVII	-	63762	63772	1.909091	1.934496	5.621621
.	YGL227W	chrVII	+	72547	72658	32.282928	32.712536	95.062195
.	YGL226C-A	chrVII	-	72699	72749	48.522747	49.168468	142.882919
.	YGL226W	chrVII	+	73711	73892	9.355769	9.480271	27.549543
.	tV(AAC)G3	chrVII	-	73795	73829	0.000000	0.000000	0.000000
.	YGL225W	chrVII	+	77907	78090	50.108696	50.775520	147.552994
.	YGL224C	chrVII	-	77966	78015	0.000000	0.000000	0.000000
.	YGL222C	chrVII	-	80501	80659	4.106918	4.161571	12.093470
.	YGL221C	chrVII	-	81179	81426	35.193550	35.661892	103.632988
.	YGL219C	chrVII	-	82834	82878	117.022224	118.579514	344.590485
.	YGL213C	chrVII	-	90036	90054	12.947369	13.119667	38.125580
.	YGL212W	chrVII	+	92382	92458	6.233766	6.316722	18.356312
.	YGL211W	chrVII	+	93591	93603	19.153847	19.408737	56.401535
.	YGL209W	chrVII	+	97006	97834	27.466827	27.832346	80.880424
.	YGL203C	chrVII	-	112276	112475	10.825000	10.969055	31.875927
.	tK(UUU)G1	chrVII	+	115583	115613	1.755040	1.778395	5.167993
.	YGL201C	chrVII	-	117607	117854	14.366936	14.558125	42.305717
.	YGL197W	chrVII	+	129161	129549	15.958869	16.171244	46.993420
.	YGL194C-A	chrVII	-	139700	139719	158.250000	160.355927	465.992188
.	RME2	chrVII	-	141862	141898	1.756757	1.780135	5.173049
.	YGL193C	chrVII	-	141862	141916	1.836364	1.860802	5.407465
.	YGL192W	chrVII	+	144048	144155	1.916667	1.942173	5.643929
.	YGL191W	chrVII	+	145197	145218	16.272728	16.489279	47.917625
.	YGL188C-A	chrVII	-	148811	148824	34.500000	34.959114	101.590714
.	YGL187C	chrVII	-	149686	149704	87.157898	88.317757	256.650208
.	YGL181W	chrVII	+	159096	159108	93.307693	94.549393	274.759277
.	YGL180W	chrVII	+	162758	162846	7.494382	7.594114	22.068396
.	YGL179C	chrVII	-	163327	163409	1.903614	1.928947	5.605493
.	YGL176C	chrVII	-	171402	171415	10.642858	10.784490	31.339584
.	YGL174W	chrVII	+	175345	175366	18.045454	18.285597	53.137699
.	YGL173C	chrVII	-	175499	175527	122.620689	124.252480	361.076050
.	YGL172W	chrVII	+	182118	182218	24.980198	25.312624	73.558151
.	YGL170C	chrVII	-	184099	184153	10.818182	10.962146	31.855850
.	YGL169W	chrVII	+	187339	187360	11.409091	11.560918	33.595875
.	YGL168W	chrVII	+	187796	187995	29.424999	29.816574	86.646576
.	YGL166W	chrVII	+	191806	192347	37.483395	37.982208	110.375793
.	YGL164C	chrVII	-	191850	191978	0.000000	0.000000	0.000000
.	YGL161C	chrVII	-	197984	199210	11.665036	11.820271	34.349548
.	YGL162W	chrVII	+	199037	199190	0.000000	0.000000	0.000000
.	YGL160W	chrVII	+	202273	202394	7.311475	7.408773	21.529797
.	YGL139W	chrVII	+	248124	248441	5.204402	5.273660	15.325186
.	YGL138C	chrVII	-	248454	248494	1.048780	1.062737	3.088299
.	YGL156W	chrVII	+	213667	213737	33.450703	33.895851	98.500893
.	YGL155W	chrVII	+	215211	215223	29.384615	29.775656	86.527649
.	YGL153W	chrVII	+	217298	217356	6.915254	7.007280	20.363060
.	YGL151W	chrVII	+	220922	221120	23.075377	23.382456	67.949097
.	YGL150C	chrVII	-	221072	221104	0.000000	0.000000	0.000000
.	YGL148W	chrVII	+	227529	227847	313.128540	317.295532	922.056580
.	YGL145W	chrVII	+	232348	232360	23.692308	24.007597	69.765755
.	YGL144C	chrVII	-	232425	232450	12.269231	12.432506	36.128693
.	YGL143C	chrVII	-	234666	234717	5.634615	5.709598	16.592016
.	YGL142C	chrVII	-	236231	236269	4.974359	5.040556	14.647788
.	YGL141W	chrVII	+	241085	241637	19.372513	19.630316	57.045429
.	YGR251W	chrVII	+	996229	996239	34.272728	34.728813	100.921478
.	YGR254W	chrVII	+	1002240	1002260	164.857147	167.051010	485.447998
.	YGR255C	chrVII	-	1002371	1002523	55.699345	56.440571	164.015549
.	YGR256W	chrVII	+	1006102	1006133	13.937500	14.122975	41.041176
.	YGR260W	chrVII	+	1014089	1014210	20.860655	21.138262	61.427502
.	YGR261C	chrVII	-	1014210	1014321	9.071428	9.192148	26.712259
.	YGR263C	chrVII	-	1017907	1017967	17.786884	18.023584	52.376297
.	YGR264C	chrVII	-	1019524	1019598	23.586666	23.900549	69.454674
.	YGR267C	chrVII	-	1024942	1025004	27.888889	28.260025	82.123253
.	YGR270W	chrVII	+	1031509	1031607	11.242424	11.392035	33.105099
.	YGR271W	chrVII	+	1037694	1037735	15.357142	17.491621	50.830418
.	YGR271C-A	chrVII	-	1037739	1037800	18.064516	18.909630	54.951130
.	YGR286C	chrVII	-	1063652	1063813	6.771605	6.861719	19.940063
.	YGR287C	chrVII	-	1067180	1067222	2.116279	2.144442	6.231719
.	YGR288W	chrVII	+	1071714	1071739	0.961538	0.974334	2.831401
.	YGR289C	chrVII	-	1073928	1073963	4.000000	4.053230	11.778634
.	YGR274C	chrVII	-	1039797	1039895	1.969697	1.995909	5.800085
.	YGR275W	chrVII	+	1043749	1043767	1.105263	1.119971	3.254622
.	YGR276C	chrVII	-	1043779	1043819	1.121951	1.136881	3.303762
.	YGR282C	chrVII	-	1057465	1057783	60.407524	61.211407	177.879517
.	YGR283C	chrVII	-	1058995	1059015	4.714286	4.777022	13.881962
.	YGR284C	chrVII	-	1060643	1060658	25.375000	25.712683	74.720711
.	YGR285C	chrVII	-	1061605	1061852	21.379032	21.663536	62.953945
.	YGR294W	chrVII	+	1080668	1080690	1.569463	1.590349	4.621532
.	YGR296W	chrVII	+	1090591	1090671	4.478395	4.537992	13.187344
.	YGL137W	chrVII	+	252738	252863	49.891010	50.554943	146.912003
.	YGL136C	chrVII	-	252884	252897	83.026627	84.131508	244.485046
.	YGL135W	chrVII	+	255294	255493	52.619999	53.320244	154.947922
.	YGL134W	chrVII	+	256964	256981	8.888889	9.007179	26.174742
.	YGL133W	chrVII	+	261501	261717	7.115207	7.209894	20.951855
.	YGL131C	chrVII	-	261575	261648	0.000000	0.000000	0.000000
.	YGL129C	chrVII	-	267503	267723	15.004525	15.204200	44.183201
.	YGL130W	chrVII	+	267524	267536	0.000000	0.000000	0.000000
.	YGL128C	chrVII	-	269099	269293	13.994872	14.181110	41.210117
.	YGL126W	chrVII	+	272139	272162	196.166672	198.777176	577.643860
.	YGL124C	chrVII	-	274758	274780	31.782608	32.205563	93.588936
.	YGL123W	chrVII	+	278381	278508	90.156250	91.356018	265.479340
.	YGL121C	chrVII	-	280488	280777	39.362068	39.885887	115.907860
.	YGL120C	chrVII	-	281617	281634	21.944445	22.236473	64.618889
.	YGL119W	chrVII	+	285947	285980	12.941176	13.113393	38.107342
.	tW(CCA)G1	chrVII	-	287314	287350	1.621622	1.643202	4.775123
.	YGL117W	chrVII	+	289309	289333	23.680000	23.995125	69.729507
.	YGL116W	chrVII	+	291641	291759	8.647058	8.762129	25.462631
.	YGL112C	chrVII	-	298059	298178	21.591543	21.879000	63.580086
.	YGL110C	chrVII	-	301525	301537	33.307552	33.750938	98.079781
.	YGL107C	chrVII	-	304204	304333	9.599862	9.727753	28.268721
.	YGL106W	chrVII	+	307009	307253	178.069382	180.439072	524.353455
.	YGL105W	chrVII	+	308567	309532	30.314764	30.718182	89.266624
.	YGL104C	chrVII	-	308583	308713	0.000000	0.000000	0.000000
.	YGL103W	chrVII	+	311927	313097	36.035866	36.515419	106.113312
.	YGL101W	chrVII	+	312840	313097	16.992249	17.218374	50.036366
.	YGL099W	chrVII	+	316553	316793	3.078838	3.119810	9.066126
.	snR82	chrVII	+	317055	317071	0.941176	0.953701	2.771442
.	YGL098W	chrVII	+	318079	318174	9.864583	9.995857	29.047827
.	YGL097W	chrVII	+	323230	323376	50.816326	51.492573	149.636734
.	tE(UUC)G1	chrVII	+	328654	328697	9.495383	9.621744	27.960659
.	YGL095C	chrVII	-	328835	328874	22.375000	22.672760	65.886734
.	YGL094C	chrVII	-	331095	331118	23.916666	24.234940	70.426414
.	YGL093W	chrVII	+	337639	337729	3.395604	3.440792	9.998897
.	YGL091C	chrVII	-	341686	342056	28.301888	28.678518	83.339394
.	YGL092W	chrVII	+	341859	341872	0.000000	0.000000	0.000000
.	YGL090W	chrVII	+	344584	344688	7.380952	7.479175	21.734383
.	YGL088W	chrVII	+	346201	346259	45.830509	46.440399	134.955185
.	snR10	chrVII	+	346230	346248	47.105263	47.732121	138.708908
.	YGL085W	chrVII	+	350440	350546	15.064227	15.767824	45.821087
.	YGL084C	chrVII	-	350583	350616	25.792391	26.524815	77.080765
.	YGL083W	chrVII	+	355472	355486	28.733334	29.115705	84.609856
.	YGL081W	chrVII	+	358339	358377	1.820513	1.844740	5.360789
.	YGL080W	chrVII	+	359028	359297	67.985184	68.889900	200.193146
.	YGL078C	chrVII	-	360256	360288	35.575756	36.049183	104.758446
.	YGL077C	chrVII	-	362198	362225	19.821428	20.085205	58.367336
.	YGL076C	chrVII	-	364191	364335	130.324142	132.058441	383.760101
.	snR39	chrVII	-	365054	365163	12.927273	13.099304	38.066402
.	snR39B	chrVII	-	366353	366374	7.045455	7.139213	20.746458
.	YGL073W	chrVII	+	371254	371314	4.803279	4.867199	14.144016
.	YGL071W	chrVII	+	374084	374099	3.375000	3.419913	9.938222
.	YGL068W	chrVII	+	375671	375920	20.004000	20.270205	58.904945
.	YGL067W	chrVII	+	377255	377340	7.662791	7.764764	22.564302
.	YGL066W	chrVII	+	379582	379676	9.957894	10.090411	29.322599
.	YGL064C	chrVII	-	381482	381523	13.595238	13.776157	40.033333
.	YGL063W	chrVII	+	384766	384834	5.565217	5.639277	16.387663
.	YGL060W	chrVII	+	391990	392008	2.052632	2.079947	6.044297
.	YGL059W	chrVII	+	393698	393829	6.772727	6.862855	19.943367
.	YGL058W	chrVII	+	394504	395428	39.725407	40.254059	116.977760
.	YGL057C	chrVII	-	394764	394966	0.000000	0.000000	0.000000
.	YGL056C	chrVII	-	395931	396035	15.123810	15.325071	44.534451
.	YGL055W	chrVII	+	400160	400235	30.315790	30.719221	89.269646
.	YGL054C	chrVII	-	400306	400871	150.213776	152.212753	442.328247
.	YGL053W	chrVII	+	403302	403314	63.192307	64.033241	186.079758
.	YGL051W	chrVII	+	404391	404523	8.187970	8.296932	24.110775
.	YGL050W	chrVII	+	406597	406872	19.644928	19.906355	57.847603
.	tV(AAC)G1	chrVII	-	412275	412294	1.650000	1.671957	4.858686
.	YGL045W	chrVII	+	415730	416067	18.701183	18.950050	55.068600
.	YGL043W	chrVII	+	418412	418425	204.642853	207.366165	602.603333
.	YGL041W-A	chrVII	+	419289	419328	52.849998	53.553307	155.625198
.	YGL040C	chrVII	-	419496	419527	161.187500	163.332520	474.642151
.	tL(CAA)G2	chrVII	+	423205	423245	1.878049	1.903041	5.530213
.	YGL039W	chrVII	+	425007	425406	37.244999	37.740639	109.673805
.	YGL038C	chrVII	-	425228	425362	0.000000	0.000000	0.000000
.	YGL036W	chrVII	+	431330	431358	14.862069	15.059847	43.763718
.	YGL032C	chrVII	-	436165	436570	30.248751	35.036285	101.814980
.	YGL033W	chrVII	+	436401	436480	0.162500	0.164662	0.478507
.	YGL031C	chrVII	-	437246	437467	104.896393	106.292313	308.884033
.	YGL030W	chrVII	+	439638	439807	45.517647	46.123379	134.033920
.	YGL028C	chrVII	-	441269	441281	6.076923	6.157792	17.894463
.	YGL026C	chrVII	-	446194	446412	50.835617	51.512115	149.693527
.	YGL025C	chrVII	-	448630	448764	7.703704	7.806222	22.684776
.	YGL023C	chrVII	-	450080	450197	10.974576	11.120621	32.316376
.	YGL022W	chrVII	+	454560	454758	21.386934	21.671543	62.977215
.	YGL020C	chrVII	-	457049	457163	3.495652	3.542171	10.293501
.	YGL021W	chrVII	+	457067	457081	0.000000	0.000000	0.000000
.	YGL018C	chrVII	-	459074	459110	9.432432	9.557956	27.775290
.	YGL017W	chrVII	+	461365	461501	3.897810	3.949680	11.477719
.	YGL016W	chrVII	+	464911	464946	18.388889	18.633602	54.148998
.	YGL014W	chrVII	+	468807	468902	11.489583	11.642482	33.832897
.	YGL013C	chrVII	-	469069	469092	1.041667	1.055529	3.067353
.	YGL010W	chrVII	+	476069	476101	65.060608	65.926407	191.581268
.	YGL008C	chrVII	-	479883	479910	67.785713	68.687775	199.605774
.	YGL007W	chrVII	+	483637	483650	1.214286	1.230445	3.575657
.	YGL006W	chrVII	+	489442	489776	26.662687	27.017502	78.512505
.	YGL005C	chrVII	-	489646	489708	0.000000	0.016683	0.048481
.	YGL004C	chrVII	-	490633	490703	2.521127	2.554677	7.423858
.	YGL003C	chrVII	-	492424	492474	3.019608	3.059792	8.891714
.	YGL002W	chrVII	+	495167	495185	134.052628	135.836548	394.739197
.	YGL001C	chrVII	-	495419	495453	114.599998	116.125061	337.457886
.	YGR002C	chrVII	-	498412	498476	18.523077	18.769575	54.544136
.	YGR013W	chrVII	+	516416	516433	33.277779	33.720627	97.991692
.	YGR014W	chrVII	+	520863	521048	8.827179	9.397612	27.309334
.	YGR015C	chrVII	-	521072	521090	52.945496	54.131958	157.306747
.	YGR017W	chrVII	+	524680	525213	17.938202	18.176918	52.821877
.	YGR019W	chrVII	+	526644	526903	37.711540	38.213390	111.047600
.	YGR021W	chrVII	+	528504	528549	41.065216	41.611698	120.923035
.	YGR023W	chrVII	+	530919	530931	13.384615	13.562732	39.413120
.	tD(GUC)G1	chrVII	+	531681	531712	4.068726	4.122871	11.981009
.	YGR027C	chrVII	-	532827	534132	226.280243	229.291489	666.317993
.	YGR027W-B	chrVII	+	541325	541338	34.303570	34.760067	101.012291
.	YGR029W	chrVII	+	544205	544651	20.828300	21.105474	61.332222
.	tD(GUC)G2	chrVII	-	544499	544577	0.000000	0.000000	0.000000
.	YGR031C-A	chrVII	-	546663	546809	27.986395	28.358828	82.410370
.	YGR032W	chrVII	+	553951	553995	26.155556	26.503622	77.019180
.	YGR033C	chrVII	-	554170	554248	59.050632	59.836452	173.883942
.	YGR034W	chrVII	+	556672	556898	158.330399	160.437408	466.228943
.	YGR035C	chrVII	-	557058	557072	7.600000	7.701138	22.379404
.	YGR035W-A	chrVII	+	557786	557910	18.808001	19.058290	55.383137
.	tS(AGA)G	chrVII	-	561641	561662	1.818182	1.842378	5.353925
.	YGR038C-B	chrVII	-	562186	562199	45.071430	45.671223	132.719971
.	YGR039W	chrVII	+	575199	575212	23.000000	23.306076	67.727142
.	YGR042W	chrVII	+	580291	580451	11.385093	11.536601	33.525211
.	YGR043C	chrVII	-	580325	580435	0.000000	0.403271	1.171900
.	YGR044C	chrVII	-	582870	582990	68.760330	69.675369	202.475677
.	YGR046W	chrVII	+	586052	586079	11.821428	11.978744	34.810066
.	YGR047C	chrVII	-	586347	586392	2.065217	2.092700	6.081358
.	YGR048W	chrVII	+	590911	590922	35.833332	36.310188	105.516922
.	YGR049W	chrVII	+	591877	592114	12.953781	13.126165	38.144459
.	YGR054W	chrVII	+	598621	598653	24.333334	24.657152	71.653358
.	YGR055W	chrVII	+	601141	601349	7.291866	7.388903	21.472055
.	YGR056W	chrVII	+	604447	604647	16.373135	16.591022	48.213291
.	snR48	chrVII	+	609696	609710	37.799999	38.303024	111.308090
.	YGR062C	chrVII	-	616194	616328	3.851852	3.903111	11.342388
.	YGR063C	chrVII	-	617463	617516	13.166667	13.341884	38.771336
.	YGR065C	chrVII	-	618030	618077	9.750000	9.879748	28.710419
.	YGR066C	chrVII	-	620674	620921	3.960654	4.013361	11.662773
.	YGR067C	chrVII	-	622356	622372	4.060777	4.114817	11.957602
.	YGR068C	chrVII	-	625244	625324	8.001953	8.108440	23.563019
.	YGR070W	chrVII	+	631273	631776	11.543620	11.697239	33.992016
.	YGR071C	chrVII	-	631460	631481	0.000000	0.000000	0.000000
.	YGR072W	chrVII	+	635467	635504	2.210526	2.239943	6.509244
.	YGR075C	chrVII	-	636136	636147	28.000000	28.372614	82.450432
.	YGR076C	chrVII	-	636967	637104	13.688406	13.870566	40.307678
.	YGR077C	chrVII	-	637730	637744	20.733334	21.009245	61.052586
.	YGR079W	chrVII	+	641832	641848	16.411764	16.630165	48.327038
.	YGR080W	chrVII	+	643008	643352	70.530434	71.469025	207.688034
.	YGR081C	chrVII	-	643118	643148	0.000000	0.000000	0.000000
.	YGR082W	chrVII	+	644595	644624	131.033340	132.777084	385.848450
.	YGR083C	chrVII	-	644812	644860	81.265305	82.346748	239.298553
.	YGR084C	chrVII	-	647003	647123	18.586777	18.834124	54.731705
.	YGR085C	chrVII	-	648190	648383	141.489685	143.372589	416.638824
.	YGR086C	chrVII	-	649586	649598	92.923080	94.159660	273.626740
.	YGR088W	chrVII	+	656322	656396	1.906667	1.932040	5.614483
.	YGR090W	chrVII	+	666071	666117	20.446808	20.718908	60.208870
.	YGR093W	chrVII	+	671911	671937	1.037037	1.050838	3.053720
.	YGR095C	chrVII	-	675465	675671	36.391304	36.875587	107.159958
.	YGR094W	chrVII	+	675500	675650	0.000000	0.000000	0.000000
.	YGR096W	chrVII	+	677565	677600	2.638889	2.674006	7.770627
.	YGR097W	chrVII	+	682135	682173	36.871796	37.362469	108.574844
.	YGR098C	chrVII	-	682553	682566	24.000000	24.319382	70.671799
.	YGR099W	chrVII	+	689965	689996	3.032227	3.072579	8.928873
.	YGR100W	chrVII	+	693097	693233	16.788321	17.011732	49.435867
.	YGR101W	chrVII	+	694403	694413	29.909090	30.307108	88.072052
.	YGR104C	chrVII	-	697310	697445	19.617647	19.878710	57.767273
.	YGR105W	chrVII	+	698832	698842	333.090912	337.523560	980.838928
.	YGR106C	chrVII	-	698926	698989	20.468750	20.741140	60.273476
.	tL(GAG)G	chrVII	+	700756	700801	1.392281	1.410809	4.099792
.	YGR109C	chrVII	-	705262	705359	11.989796	12.149351	35.305855
.	tC(GCA)G	chrVII	-	707091	707108	1.833333	1.857730	5.398540
.	YGR109W-A	chrVII	+	708482	708496	11.566667	11.720592	34.059887
.	YGR111W	chrVII	+	717030	717179	14.613334	14.807802	43.031277
.	YGR113W	chrVII	+	719924	720079	27.129181	27.490204	79.886169
.	YGR119C	chrVII	-	727978	728046	13.565217	13.745737	39.944931
.	tN(GUU)G	chrVII	+	731210	731244	0.977176	0.990180	2.877450
.	YGR121W-A	chrVII	+	733627	733743	3.051282	3.091887	8.984983
.	YGR122W	chrVII	+	735143	735179	38.216217	38.724781	112.533699
.	tR(UCU)G3	chrVII	+	736411	736425	1.346875	1.364799	3.966087
.	YGR123C	chrVII	-	736652	736662	12.636364	12.804523	37.209774
.	YGR124W	chrVII	+	741662	742043	167.010468	169.232971	491.788757
.	YGR125W	chrVII	+	745435	745690	13.695312	13.877563	40.328014
.	YGR128C	chrVII	-	747930	747950	15.238095	15.440877	44.870983
.	YGR130C	chrVII	-	750847	751394	33.213505	33.655499	97.802422
.	YGR129W	chrVII	+	751047	751073	0.000000	0.000000	0.000000
.	YGR135W	chrVII	+	762168	762499	69.653618	70.580544	205.106110
.	YGR136W	chrVII	+	763153	763164	63.583332	64.429474	187.231186
.	YGR138C	chrVII	-	763243	763762	42.321156	42.884346	124.621346
.	YGR140W	chrVII	+	770299	770570	7.695829	7.798242	22.661587
.	YGR141W	chrVII	+	771972	772076	8.428572	8.540736	24.819265
.	YGR144W	chrVII	+	781379	781444	5.319159	5.389944	15.663106
.	YGR146C	chrVII	-	783839	784223	28.080519	28.454205	82.687531
.	YGR147C	chrVII	-	785205	786054	8.335294	8.446218	24.544596
.	YGR146C-A	chrVII	-	785229	785276	4.958333	5.024316	14.600597
.	YGR152C	chrVII	-	794581	794674	5.744681	5.821129	16.916122
.	YGR153W	chrVII	+	796745	796875	8.992367	9.112034	26.479448
.	YGR155W	chrVII	+	800066	800271	314.776703	318.965637	926.909851
.	YGR159C	chrVII	-	806372	806412	3.878049	3.929657	11.419530
.	YGR161C	chrVII	-	808446	808629	14.809783	15.006866	43.609753
.	YGR161W-A	chrVII	+	813054	813120	38.616489	39.130379	113.712357
.	YGR161W-B	chrVII	+	817051	817155	19.079910	19.333818	56.183823
.	YGR161C-D	chrVII	-	817648	817747	24.131874	24.453012	71.060127
.	YGR163W	chrVII	+	828577	828772	33.413578	33.858238	98.391594
.	tR(UCU)G2	chrVII	-	828711	828723	0.000004	0.000004	0.000012
.	YGR166W	chrVII	+	832197	832280	3.797614	3.848156	11.182691
.	YGR167W	chrVII	+	833157	833408	61.797615	62.619995	181.972885
.	YGR169C	chrVII	-	834676	834689	15.785714	15.995784	46.483536
.	YGR171C	chrVII	-	840811	840824	25.571428	25.911722	75.299118
.	YGR172C	chrVII	-	842623	842845	26.650225	27.004875	78.475807
.	tG(GCC)G1	chrVII	+	845719	845731	0.923077	0.935361	2.718147
.	YGR174C	chrVII	-	845748	845893	26.493151	26.845711	78.013275
.	YGR174W-A	chrVII	+	846741	846752	2.500000	2.533269	7.361646
.	YGR177C	chrVII	-	848806	848829	6.750000	6.839827	19.876444
.	YGR178C	chrVII	-	850874	851047	18.673803	18.922306	54.987972
.	YGR179C	chrVII	-	853541	853675	9.503704	9.630176	27.985163
.	tL(CAA)G3	chrVII	-	857368	857378	0.909091	0.921189	2.676962
.	YGR181W	chrVII	+	858604	859688	93.700722	97.486870	283.295563
.	YGR183C	chrVII	-	859036	859063	0.000000	0.030244	0.087889
.	YGR184C	chrVII	-	859821	859901	23.384180	23.695370	68.858429
.	YGR186W	chrVII	+	869981	870130	2.768543	2.893284	8.407845
.	YGR187C	chrVII	-	870157	870232	6.675109	6.988468	20.308395
.	YGR192C	chrVII	-	882777	882812	157.944443	160.046326	465.092499
.	YGR193C	chrVII	-	884371	884509	23.841726	24.159002	70.205742
.	YGR194C	chrVII	-	886059	886073	100.133331	101.465866	294.858459
.	YGR196C	chrVII	-	889717	889733	15.647058	15.855283	46.075241
.	YGR197C	chrVII	-	892458	892497	1.925000	1.950617	5.668468
.	YGR200C	chrVII	-	899672	899904	18.391766	18.636515	54.157467
